x1,y1,x2,y2
-0.3505090030576185,-3.3348703995764,0.0,0.0
-0.3506591268736069,-3.33629873227495,0.0,0.0
-0.33904159241153026,-3.340242827746844,0.0,0.0
-0.3450753078906941,-3.3535030500351084,0.0,0.0
-0.3450753078906941,-3.3535030500351084,0.0,0.0
-0.38267044996706323,-3.3674865638799694,0.0,0.0
-0.4682590648739379,-3.370635298682957,0.0,0.0
-0.5406657115481676,-3.3661057462712,0.0,0.0
-0.5830105446336479,-3.3580510614201127,0.0,0.0
-0.6045724753742127,-3.3570416987317517,0.0,0.0
-0.6386914517942678,-3.353286203821335,0.0,0.0
-0.6386914517942678,-3.353286203821335,0.0,0.0
-0.6827465646544004,-3.349254834189073,0.0,0.0
-0.713838061637527,-3.3460536211488456,0.0,0.0
-0.7348383162384601,-3.343748177002366,0.0,0.0
-0.7579232507281102,-3.3578342879178558,0.0,0.0
-0.7579232507281102,-3.3578342879178558,0.0,0.0
-0.7882936748936377,-3.3803528887144068,0.0,0.0
-0.8188515394464518,-3.408516524396448,0.0,0.0
-0.8412203324606372,-3.426368369324338,0.0,0.0
-0.8573227147412363,-3.4359560466599164,0.0,0.0
-0.8693590779683739,-3.442305949738835,0.0,0.0
-0.8693590779683739,-3.442305949738835,0.0,0.0
-0.8742303975243427,-3.4457454662571365,0.0,0.0
-0.8736986456677766,-3.448772736230454,0.0,0.0
-0.8647638699327348,-3.4498737959243684,0.0,0.0
-0.8528517481454779,-3.450224066985154,0.0,0.0
-0.8528517481454779,-3.450224066985154,0.0,0.0
-0.8352172128330686,-3.450606689306532,0.0,0.0
-0.8161927224511597,-3.45086096145373,0.0,0.0
-0.7956501352314396,-3.449536775648575,0.0,0.0
-0.7739368863593677,-3.4458427366810613,0.0,0.0
-0.7484303214689666,-3.441033016294837,0.0,0.0
-0.7484303214689666,-3.441033016294837,0.0,0.0
-0.7168379358532327,-3.4356672378599264,0.0,0.0
-0.6828386868120866,-3.4302732763759227,0.0,0.0
-0.6466310904154738,-3.42269990965332,0.0,0.0
-0.6113379005301605,-3.41490462320483,0.0,0.0
-0.6113379005301605,-3.41490462320483,0.0,0.0
-0.5744521575638751,-3.408372980758955,0.0,0.0
-0.5389327781022025,-3.4054923804535644,0.0,0.0
-0.502052330132751,-3.4048770937727078,0.0,0.0
-0.4663116723233929,-3.4056592267844668,0.0,0.0
-0.4663116723233929,-3.4056592267844668,0.0,0.0
-0.4314734791119033,-3.406551916339773,0.0,0.0
-0.3974943193002223,-3.4067684223001744,0.0,0.0
-0.36422235847275175,-3.405614969297394,0.0,0.0
-0.33156555264595705,-3.402827346533501,0.0,0.0
-0.3040792304204181,-3.399723331639089,0.0,0.0
-0.3040792304204181,-3.399723331639089,0.0,0.0
-0.27914798438459426,-3.3960939546491407,0.0,0.0
-0.25873542532545973,-3.391895623579705,0.0,0.0
-0.24022895578869194,-3.3862142843526635,0.0,0.0
-0.22571175851230177,-3.3794278416902848,0.0,0.0
-0.22571175851230177,-3.3794278416902848,0.0,0.0
-0.21273159410298428,-3.371757299546198,0.0,0.0
-0.2012254294491539,-3.3639568188536004,0.0,0.0
-0.19113425436928697,-3.35671294024934,0.0,0.0
-0.1824287505393716,-3.3510308265591022,0.0,0.0
-0.17505526770861815,-3.347477151032022,0.0,0.0
-0.17505526770861815,-3.347477151032022,0.0,0.0
-0.16891717652531246,-3.345925769703267,0.0,0.0
-0.16599499147323885,-3.3457687984467412,0.0,0.0
-0.16816756275174818,-3.3463920295157137,0.0,0.0
-0.1773009029471182,-3.348163561807555,0.0,0.0
-0.1773009029471182,-3.348163561807555,0.0,0.0
-0.1950044058234972,-3.3502420844370877,0.0,0.0
-0.22077348493954788,-3.3524437100772393,0.0,0.0
-0.25401102009743004,-3.3539363227481935,0.0,0.0
-0.2898549671843942,-3.3546422594685907,0.0,0.0
-0.2898549671843942,-3.3546422594685907,0.0,0.0
-0.32605415238374447,-3.3553084384509986,0.0,0.0
-0.3579467750351062,-3.354689781083288,0.0,0.0
-0.3859345449116971,-3.354209180285402,0.0,0.0
-0.40793582846292553,-3.3535097891561665,0.0,0.0
-0.42655277165754696,-3.3535718875555873,0.0,0.0
-0.42655277165754696,-3.3535718875555873,0.0,0.0
-0.43979006639234713,-3.3543329279648275,0.0,0.0
-0.44784800131947294,-3.355348175820719,0.0,0.0
-0.45308101868757306,-3.3563241883090744,0.0,0.0
-0.45989625760745606,-3.357332346488297,0.0,0.0
-0.45989625760745606,-3.357332346488297,0.0,0.0
-0.4701762991239457,-3.357398490285069,0.0,0.0
-0.4817447088066369,-3.357537861701875,0.0,0.0
-0.492387654581673,-3.3576922873703836,0.0,0.0
-0.5000275324988754,-3.3578660035526853,0.0,0.0
-0.5000275324988754,-3.3578660035526853,0.0,0.0
-0.5026511959912869,-3.3576333881134333,0.0,0.0
-0.49830707038180205,-3.355896365087625,0.0,0.0
-0.48753499496261615,-3.353291066821685,0.0,0.0
-0.4708301701575965,-3.3507590672389402,0.0,0.0
-0.4486808304740142,-3.3492160614533097,0.0,0.0
-0.4486808304740142,-3.3492160614533097,0.0,0.0
-0.4235365449666781,-3.3487695965314668,0.0,0.0
-0.3976241574127762,-3.348197050764492,0.0,0.0
-0.3732331446418207,-3.3493797709990694,0.0,0.0
-0.3503857387746068,-3.352871162615227,0.0,0.0
-0.3503857387746068,-3.352871162615227,0.0,0.0
-0.32904258964152966,-3.3581972546362038,0.0,0.0
-0.3111666150264782,-3.3631142246288355,0.0,0.0
-0.29655496346544125,-3.366631165512075,0.0,0.0
-0.2851439233375616,-3.3701578747583576,0.0,0.0
-0.2851439233375616,-3.3701578747583576,0.0,0.0
-0.27901865048809893,-3.374779708326138,0.0,0.0
-0.2780224044219232,-3.381716125130353,0.0,0.0
-0.2817496499223288,-3.3894804409264894,0.0,0.0
-0.28346396109018274,-3.3972467657770866,0.0,0.0
-0.28333650361665325,-3.385396117013997,0.0,0.0
-0.28333650361665325,-3.385396117013997,0.0,0.0
-0.27839619808422356,-3.34071975727235,0.0,0.0
-0.2698134513110815,-3.2697307586550046,0.0,0.0
-0.25789952589049525,-3.1968471148763666,0.0,0.0
-0.24799493299578448,-3.140882677520357,0.0,0.0
-0.24799493299578448,-3.140882677520357,0.0,0.0
-0.2415004580062797,-3.0994853213717497,0.0,0.0
-0.24007599712456482,-3.0706358949818053,0.0,0.0
-0.24150207712095204,-3.0509159651559448,0.0,0.0
-0.24356166214724043,-3.038128546729718,0.0,0.0
-0.24356166214724043,-3.038128546729718,0.0,0.0
-0.24230556050744725,-3.0312120117072396,0.0,0.0
-0.2379158186815151,-3.0304331093983294,0.0,0.0
-0.23634915452860084,-3.0345604790093805,0.0,0.0
-0.2373504931072311,-3.042646031574232,0.0,0.0
-0.24067359565480642,-3.053068762720413,0.0,0.0
-0.24067359565480642,-3.053068762720413,0.0,0.0
-0.24011763165804742,-3.0648108626948924,0.0,0.0
-0.2378347647506779,-3.0775544944464115,0.0,0.0
-0.23391292088466256,-3.0911743173449566,0.0,0.0
-0.23471984635547635,-3.107397866586057,0.0,0.0
-0.23471984635547635,-3.107397866586057,0.0,0.0
-0.239898530293025,-3.1246803446860327,0.0,0.0
-0.24922814202677598,-3.143242347720291,0.0,0.0
-0.2582367584334693,-3.161624658566179,0.0,0.0
-0.2648731892092812,-3.180308339781868,0.0,0.0
-0.2648731892092812,-3.180308339781868,0.0,0.0
-0.26920473236699644,-3.198884132851024,0.0,0.0
-0.271332483420805,-3.217302654406442,0.0,0.0
-0.2755470033053416,-3.2354428727163147,0.0,0.0
-0.28380813223851126,-3.253033693814553,0.0,0.0
-0.2958879439235359,-3.2700608371481352,0.0,0.0
-0.2958879439235359,-3.2700608371481352,0.0,0.0
-0.307208571415392,-3.2853044806503076,0.0,0.0
-0.31361845093186,-3.2992643201496477,0.0,0.0
-0.3182449280178466,-3.319490206778665,0.0,0.0
-0.3232629529002146,-3.3453519280746087,0.0,0.0
-0.3232629529002146,-3.3453519280746087,0.0,0.0
-0.33064886796905146,-3.3756206828124107,0.0,0.0
