x1,y1,x2,y2
1.5864199262465173,-0.5462481868796311,0.0,0.0
1.5793006898383093,-0.5437968371987427,0.0,0.0
1.604703601573141,-0.5877231357920204,0.0,0.0
1.6418378767075048,-0.6414640358004019,0.0,0.0
1.6418378767075048,-0.6414640358004019,0.0,0.0
1.68234067904807,-0.6975235655186204,0.0,0.0
1.7369120622206482,-0.7521964511805876,0.0,0.0
1.793961312737878,-0.8427423116653442,0.0,0.0
1.8584400244464787,-0.9478369916004231,0.0,0.0
1.8584400244464787,-0.9478369916004231,0.0,0.0
1.8920958272760597,-1.0504728115163096,0.0,0.0
1.9105434585506051,-1.152311691772203,0.0,0.0
1.9111981074341056,-1.2883246296877455,0.0,0.0
1.8838970060138625,-1.4279130380754532,0.0,0.0
1.8363897920311907,-1.5591315092134261,0.0,0.0
1.8363897920311907,-1.5591315092134261,0.0,0.0
1.7795004656044817,-1.6773122982118032,0.0,0.0
1.7159441995351947,-1.7859040079328492,0.0,0.0
1.6473675752794728,-1.8878616003485706,0.0,0.0
1.5777656848594745,-1.9784047760463217,0.0,0.0
1.5777656848594745,-1.9784047760463217,0.0,0.0
1.5194911323253126,-2.0426524221474582,0.0,0.0
1.485154295809121,-2.0742601288038993,0.0,0.0
1.480445321377762,-2.0716721829388547,0.0,0.0
1.4990454737159356,-2.0434062170892235,0.0,0.0
1.4990454737159356,-2.0434062170892235,0.0,0.0
1.5288960722988738,-1.9948574218636237,0.0,0.0
1.561922423928073,-1.9288831542660823,0.0,0.0
1.5918124780905742,-1.8510140767221614,0.0,0.0
1.6158756300034345,-1.7647328595126897,0.0,0.0
1.63399287698178,-1.6740189934216188,0.0,0.0
1.63399287698178,-1.6740189934216188,0.0,0.0
1.6472689974929953,-1.582294651672094,0.0,0.0
1.6565227694172118,-1.492170242046802,0.0,0.0
1.6620436078079497,-1.4054093725641865,0.0,0.0
1.6644083818499418,-1.3233650951188662,0.0,0.0
1.6644083818499418,-1.3233650951188662,0.0,0.0
1.6650946643601816,-1.2460912910462343,0.0,0.0
1.663145571078747,-1.1726585418327786,0.0,0.0
1.6587810341296134,-1.1025497313315658,0.0,0.0
1.651315418914341,-1.0364701468619277,0.0,0.0
1.651315418914341,-1.0364701468619277,0.0,0.0
1.6415004049364363,-0.9755899025848317,0.0,0.0
1.630706262634659,-0.9185660835150369,0.0,0.0
1.6190172685583157,-0.8650093550175199,0.0,0.0
1.6052181872318716,-0.8140964593704925,0.0,0.0
1.6052181872318716,-0.8140964593704925,0.0,0.0
1.5895587172038697,-0.7668524857273132,0.0,0.0
1.5731897002249855,-0.7233365285001634,0.0,0.0
1.5584624807278225,-0.6841156001723675,0.0,0.0
1.5450010205605291,-0.6487490273551328,0.0,0.0
1.532951988439563,-0.617029530503315,0.0,0.0
1.532951988439563,-0.617029530503315,0.0,0.0
1.5214536020184724,-0.588390048651619,0.0,0.0
1.5214536020184724,-0.588390048651619,0.0,0.0
1.509455720011496,-0.5622140394482763,0.0,0.0
1.4967502193801876,-0.5382272700417204,0.0,0.0
1.4967502193801876,-0.5382272700417204,0.0,0.0
1.494624800583247,-0.5193409263819689,0.0,0.0
1.5023308761405956,-0.5052032319105569,0.0,0.0
1.5172763500792634,-0.49477891491641096,0.0,0.0
1.526738942647416,-0.48438808003849193,0.0,0.0
1.526738942647416,-0.48438808003849193,0.0,0.0
1.529239590938497,-0.474423387147705,0.0,0.0
1.5341435532903152,-0.4732547298289651,0.0,0.0
1.545392958313676,-0.48906943072481557,0.0,0.0
1.5671245302240748,-0.5264049886532228,0.0,0.0
1.5916093552014852,-0.5811347609749696,0.0,0.0
1.5916093552014852,-0.5811347609749696,0.0,0.0
1.6130130709920794,-0.6485171811173153,0.0,0.0
1.6274620953378875,-0.7255696822347292,0.0,0.0
1.638836599583397,-0.8022030678775701,0.0,0.0
1.6511627602579548,-0.8706808152348026,0.0,0.0
1.6511627602579548,-0.8706808152348026,0.0,0.0
1.6674296373590602,-0.9232650377846071,0.0,0.0
1.683185437701076,-0.961481586487496,0.0,0.0
1.6975806743352002,-0.9859452171513748,0.0,0.0
1.7081603440249091,-0.9994012603730885,0.0,0.0
1.7081603440249091,-0.9994012603730885,0.0,0.0
1.7149623032014254,-1.002872009646085,0.0,0.0
1.716737430551121,-0.9991705270503397,0.0,0.0
1.7142770687517122,-0.9892603935730434,0.0,0.0
1.7075995395795287,-0.9749591059934603,0.0,0.0
1.697837666324334,-0.9570469138519665,0.0,0.0
1.697837666324334,-0.9570469138519665,0.0,0.0
1.6862911914287082,-0.9364386868045976,0.0,0.0
1.6737635196447507,-0.9137653708751191,0.0,0.0
1.660345812063614,-0.8903557073149037,0.0,0.0
1.6455615523457663,-0.866135538729611,0.0,0.0
1.6455615523457663,-0.866135538729611,0.0,0.0
1.6288346200805701,-0.8420626199212154,0.0,0.0
1.6102090416266348,-0.817044767725643,0.0,0.0
1.589763223826658,-0.791260262951104,0.0,0.0
1.5688020792691646,-0.7653068629824102,0.0,0.0
1.5480180458788382,-0.7395240850466674,0.0,0.0
1.5480180458788382,-0.7395240850466674,0.0,0.0
1.5280501891220437,-0.715238965022955,0.0,0.0
1.5088999232936702,-0.692424264870532,0.0,0.0
1.4908909291080015,-0.6711791280856977,0.0,0.0
1.4745511963030573,-0.6506829704106244,0.0,0.0
1.4745511963030573,-0.6506829704106244,0.0,0.0
1.4608066046615595,-0.6313084943591789,0.0,0.0
1.4495373744661313,-0.6130244201417713,0.0,0.0
1.441254042191004,-0.5970312253943998,0.0,0.0
1.4329425319564342,-0.5831270599274152,0.0,0.0
1.4329425319564342,-0.5831270599274152,0.0,0.0
1.4236008850125366,-0.5708036457396933,0.0,0.0
1.41109075918543,-0.5591123274718164,0.0,0.0
1.3972558136938655,-0.5476540449589536,0.0,0.0
1.383985803170803,-0.5371455508690924,0.0,0.0
1.3714834505515867,-0.5276226876483889,0.0,0.0
1.3714834505515867,-0.5276226876483889,0.0,0.0
1.3599243584285323,-0.5191112344660875,0.0,0.0
1.348671999797791,-0.5113099153082014,0.0,0.0
1.3371643715002228,-0.504881869445296,0.0,0.0
1.326433481859709,-0.5001708746558322,0.0,0.0
1.326433481859709,-0.5001708746558322,0.0,0.0
1.3150230327636043,-0.49647049748519506,0.0,0.0
1.3035095901850335,-0.4929699801820934,0.0,0.0
1.2896653206661928,-0.48868967191789103,0.0,0.0
1.2746473127506217,-0.4840891002511439,0.0,0.0
1.2746473127506217,-0.4840891002511439,0.0,0.0
1.2595542768017454,-0.47960531267366163,0.0,0.0
1.2442742561917246,-0.47602767345606284,0.0,0.0
1.2290220647351466,-0.4733739842853348,0.0,0.0
1.2106406403107286,-0.47016739564805676,0.0,0.0
1.191566564658957,-0.466531956896372,0.0,0.0
1.191566564658957,-0.466531956896372,0.0,0.0
1.1716832591702326,-0.46239983699389287,0.0,0.0
1.1531669083737197,-0.4587264999516125,0.0,0.0
1.1352413226897664,-0.45515523484472714,0.0,0.0
1.1172744604209695,-0.450617437361124,0.0,0.0
1.1172744604209695,-0.450617437361124,0.0,0.0
1.1001745712446211,-0.44555753171566853,0.0,0.0
